request_id,position,item_id,score,reason_code
18,2,266,0.731712,popular
18,3,857,0.487784,popular
18,4,726,0.405819,complementary
18,5,202,0.404868,new_arrival
18,6,461,0.384246,popular
18,7,18,0.219121,popular
18,8,591,0.132508,complementary
18,9,115,0.126802,complementary
18,10,389,0.070718,similar_items
19,1,1102,0.963217,popular
19,2,175,0.887327,popular
19,3,758,0.867706,complementary
19,4,94,0.743922,similar_items
19,5,795,0.592857,popular
19,6,1167,0.544018,similar_items
19,7,13,0.391203,complementary
19,8,597,0.267554,similar_items
19,9,25,0.221830,price_drop
19,10,892,0.202129,similar_items
20,1,994,0.885575,similar_items
20,2,1087,0.883463,popular
20,3,404,0.624544,complementary
20,4,525,0.501825,similar_items
20,5,798,0.490090,popular
20,6,676,0.452375,new_arrival
20,7,318,0.314634,popular
20,8,860,0.264311,price_drop
20,9,228,0.163010,new_arrival
20,10,17,0.082852,popular
21,1,870,0.907442,new_arrival
21,2,629,0.829539,popular
21,3,294,0.604000,popular
21,4,993,0.590738,similar_items
21,5,136,0.573725,price_drop
21,6,991,0.531654,popular
21,7,913,0.401432,new_arrival
21,8,133,0.274035,similar_items
21,9,242,0.216477,popular
21,10,594,0.094007,similar_items
22,1,590,0.968580,price_drop
22,2,494,0.960883,price_drop
22,3,85,0.919249,price_drop
22,4,52,0.903579,similar_items
22,5,324,0.697343,similar_items
22,6,1060,0.624076,complementary
22,7,763,0.443510,popular
22,8,180,0.367765,similar_items
22,9,153,0.186317,similar_items
22,10,240,0.165379,similar_items
23,1,376,0.956565,similar_items
23,2,636,0.900630,popular
23,3,144,0.639012,complementary
23,4,703,0.622738,popular
23,5,683,0.566298,complementary
23,6,466,0.312096,similar_items
23,7,1099,0.310664,popular
23,8,243,0.250654,popular
23,9,511,0.226144,similar_items
23,10,331,0.118964,similar_items
24,1,692,0.986460,popular
24,2,239,0.701614,popular
24,3,405,0.599386,popular
24,4,531,0.575977,price_drop
24,5,977,0.524229,popular
24,6,152,0.505929,similar_items
24,7,743,0.474562,similar_items
24,8,385,0.443947,similar_items
24,9,934,0.404912,complementary
24,10,528,0.101759,similar_items
25,1,337,0.902305,complementary
25,2,498,0.835477,popular
25,3,709,0.827401,price_drop
25,4,816,0.604053,similar_items
25,5,973,0.566314,popular
25,6,227,0.499717,price_drop
25,7,238,0.380884,complementary
25,8,992,0.329105,price_drop
25,9,595,0.128603,complementary
25,10,784,0.123767,popular
26,1,1165,0.957656,similar_items
26,2,836,0.926813,price_drop
26,3,748,0.857836,popular
26,4,182,0.853654,similar_items
26,5,308,0.670366,price_drop
26,6,259,0.549292,new_arrival
26,7,483,0.370848,popular
26,8,72,0.291764,price_drop
26,9,778,0.096074,similar_items
26,10,1013,0.074997,similar_items
27,1,1056,0.879458,similar_items
27,2,762,0.705859,popular
27,3,776,0.659832,complementary
27,4,1132,0.626552,similar_items
27,5,46,0.563218,similar_items
27,6,718,0.526441,popular
27,7,68,0.314718,complementary
27,8,493,0.217606,complementary
27,9,57,0.193051,similar_items
27,10,546,0.149756,similar_items
28,1,251,0.880100,similar_items
28,2,170,0.685694,new_arrival
28,3,982,0.677618,popular
28,4,561,0.636229,popular
28,5,638,0.615341,similar_items
28,6,1014,0.508330,popular
28,7,645,0.487559,new_arrival
28,8,736,0.454795,complementary
28,9,100,0.390851,similar_items
28,10,1035,0.356482,complementary
29,1,276,0.959205,popular
29,2,1096,0.940896,popular
29,3,32,0.915716,complementary
29,4,110,0.832371,complementary
29,5,557,0.789382,similar_items
29,6,598,0.763305,similar_items
29,7,228,0.719330,popular
29,8,706,0.600613,price_drop
29,9,566,0.322713,similar_items
29,10,160,0.088988,complementary
30,1,1147,0.952120,complementary
30,2,846,0.805556,popular
30,3,968,0.805329,new_arrival
30,4,972,0.802867,complementary
30,5,401,0.640694,similar_items
30,6,648,0.586704,complementary
30,7,863,0.453179,similar_items
30,8,763,0.306771,popular
30,9,1101,0.269029,similar_items
30,10,471,0.072992,similar_items
31,1,180,0.918637,similar_items
31,2,419,0.891754,price_drop
31,3,64,0.750627,popular
31,4,551,0.728686,popular
31,5,297,0.600864,new_arrival
31,6,445,0.555473,similar_items
31,7,1051,0.492635,similar_items
31,8,447,0.307523,similar_items
31,9,152,0.298945,new_arrival
31,10,553,0.185858,similar_items
32,1,708,0.730611,complementary
32,2,1113,0.678229,popular
32,3,886,0.581548,popular
32,4,423,0.575530,new_arrival
32,5,431,0.506229,price_drop
32,6,889,0.390236,similar_items
32,7,366,0.332624,similar_items
32,8,491,0.319148,complementary
32,9,322,0.304609,new_arrival
32,10,762,0.231264,complementary
33,1,915,0.966566,price_drop
33,2,377,0.952090,similar_items
33,3,17,0.821332,popular
33,4,994,0.656168,similar_items
33,5,100,0.532753,similar_items
33,6,912,0.506363,price_drop
33,7,631,0.503048,popular
33,8,798,0.301618,similar_items
33,9,404,0.284804,new_arrival
33,10,312,0.096817,similar_items
34,1,420,0.821869,popular
34,2,1034,0.771471,complementary
34,3,320,0.740936,price_drop
34,4,1073,0.687801,popular
34,5,626,0.651452,price_drop
34,6,974,0.644841,popular
34,7,678,0.475749,complementary
34,8,806,0.342215,popular
34,9,175,0.174545,popular
34,10,335,0.104090,popular
35,1,900,0.950200,popular
35,2,1114,0.880897,similar_items
35,3,482,0.747953,popular
35,4,1112,0.610724,similar_items
35,5,741,0.552194,complementary
35,6,481,0.543709,popular
35,7,1167,0.452082,similar_items
35,8,634,0.375011,popular
35,9,53,0.287873,price_drop
35,10,342,0.190042,similar_items
36,1,806,0.879473,popular
36,2,830,0.746882,complementary
36,3,571,0.631384,similar_items
36,4,356,0.548344,popular
36,5,1156,0.533628,popular
36,6,1064,0.464047,complementary
36,7,1169,0.427657,similar_items
36,8,32,0.359128,similar_items
36,9,394,0.311359,complementary
36,10,414,0.268651,price_drop
37,1,246,0.834295,similar_items
37,2,187,0.772364,new_arrival
37,3,4,0.731199,similar_items
37,4,592,0.466268,complementary
37,5,1199,0.447695,similar_items
37,6,270,0.360663,similar_items
37,7,53,0.268704,new_arrival
37,8,186,0.174637,complementary
37,9,1125,0.171342,similar_items
37,10,1082,0.105026,complementary
38,1,956,0.979943,similar_items
38,2,438,0.941944,new_arrival
38,3,781,0.619809,new_arrival
38,4,311,0.615502,popular
38,5,409,0.409789,price_drop
38,6,1153,0.343388,similar_items
38,7,476,0.209035,similar_items
38,8,841,0.155627,similar_items
38,9,719,0.108702,complementary
38,10,142,0.096536,similar_items
39,1,36,0.982752,similar_items
39,2,146,0.910814,popular
39,3,670,0.902705,similar_items
39,4,874,0.829248,similar_items
39,5,849,0.704107,price_drop
39,6,115,0.635259,new_arrival
39,7,1064,0.633871,popular
39,8,279,0.597717,similar_items
39,9,1183,0.406030,new_arrival
39,10,1087,0.125029,similar_items
40,1,230,0.945414,similar_items
40,2,1028,0.901125,similar_items
40,3,349,0.839908,popular
40,4,1196,0.786820,similar_items
40,5,587,0.774323,popular
40,6,991,0.753929,popular
40,7,1039,0.731719,popular
40,8,910,0.588814,popular
40,9,1029,0.455829,complementary
40,10,472,0.228107,similar_items
41,1,1047,0.919571,new_arrival
41,2,1092,0.842624,similar_items
41,3,198,0.797261,popular
41,4,579,0.747316,popular
41,5,226,0.664607,price_drop
41,6,180,0.657310,complementary
41,7,906,0.581056,similar_items
41,8,267,0.458776,similar_items
41,9,435,0.402411,popular
41,10,783,0.091710,popular
42,1,691,0.845124,price_drop
42,2,707,0.689087,new_arrival
42,3,592,0.632414,complementary
42,4,942,0.629597,popular
42,5,412,0.602280,popular
42,6,911,0.504834,new_arrival
42,7,92,0.278270,similar_items
42,8,301,0.246481,similar_items
42,9,40,0.196212,popular
42,10,1021,0.138545,popular
43,1,699,0.929240,similar_items
43,2,791,0.923655,price_drop
43,3,716,0.861870,similar_items
43,4,2,0.706189,similar_items
43,5,1186,0.524147,popular
43,6,781,0.510763,popular
43,7,863,0.497001,new_arrival
43,8,953,0.328190,similar_items
43,9,3,0.249283,new_arrival
43,10,662,0.077783,price_drop
44,1,679,0.932494,popular
44,2,1030,0.814710,price_drop
44,3,1118,0.797915,similar_items
44,4,597,0.640235,complementary
44,5,1167,0.510078,popular
44,6,527,0.493511,new_arrival
44,7,673,0.352007,similar_items
44,8,436,0.326746,popular
44,9,128,0.258249,price_drop
44,10,751,0.097242,similar_items
45,1,398,0.824978,complementary
45,2,104,0.751046,popular
45,3,44,0.736576,similar_items
45,4,262,0.650222,complementary
45,5,146,0.619974,popular
45,6,980,0.539852,new_arrival
45,7,8,0.518333,similar_items
45,8,1097,0.511731,price_drop
45,9,920,0.454389,similar_items
45,10,761,0.328187,similar_items
46,1,496,0.911040,popular
46,2,783,0.660546,popular
46,3,208,0.656569,complementary
46,4,808,0.649367,popular
46,5,144,0.626162,popular
46,6,435,0.453862,price_drop
46,7,212,0.253744,complementary
46,8,864,0.118666,similar_items
46,9,659,0.111879,popular
46,10,201,0.071305,price_drop
47,1,1074,0.677385,similar_items
47,2,988,0.639156,popular
47,3,395,0.618073,similar_items
47,4,1189,0.593206,price_drop
47,5,389,0.551341,popular
47,6,344,0.482850,similar_items
47,7,1145,0.482424,similar_items
47,8,989,0.433773,new_arrival
47,9,903,0.288534,similar_items
47,10,438,0.155193,complementary
48,1,795,0.821020,price_drop
48,2,690,0.782363,popular
48,3,345,0.641967,complementary
48,4,977,0.603922,new_arrival
48,5,98,0.545030,new_arrival
48,6,1143,0.393298,popular
48,7,218,0.359731,similar_items
48,8,905,0.233905,popular
48,9,49,0.134145,popular
48,10,774,0.087187,similar_items
49,1,207,0.987430,complementary
49,2,386,0.984606,complementary
49,3,80,0.984547,similar_items
49,4,668,0.923076,complementary
49,5,458,0.887213,similar_items
49,6,312,0.700864,similar_items
49,7,188,0.606961,popular
49,8,353,0.549252,price_drop
49,9,1137,0.374691,price_drop
49,10,150,0.294994,similar_items
50,1,995,0.694898,similar_items
50,2,153,0.535265,price_drop
50,3,235,0.529659,similar_items
50,4,1047,0.523724,popular
50,5,674,0.504647,similar_items
50,6,987,0.496449,complementary
50,7,794,0.489525,complementary
50,8,354,0.136205,complementary
50,9,515,0.107872,similar_items
50,10,1016,0.097325,price_drop
51,1,593,0.986313,similar_items
51,2,590,0.837074,popular
51,3,903,0.689879,similar_items
51,4,396,0.658846,similar_items
51,5,963,0.637425,popular
51,6,330,0.523847,price_drop
51,7,52,0.484046,complementary
51,8,759,0.337552,similar_items
51,9,572,0.200214,popular
51,10,1107,0.077852,similar_items
52,1,303,0.900544,popular
52,2,146,0.886844,similar_items
52,3,761,0.592467,complementary
52,4,1061,0.511797,popular
52,5,225,0.458246,popular
52,6,12,0.396810,complementary
52,7,557,0.376402,new_arrival
52,8,258,0.204493,complementary
52,9,1101,0.185064,similar_items
52,10,706,0.146272,popular
53,1,20,0.872690,similar_items
53,2,1047,0.810979,price_drop
53,3,198,0.789310,complementary
53,4,435,0.710310,similar_items
53,5,783,0.517150,complementary
53,6,1171,0.456391,similar_items
53,7,808,0.399838,similar_items
53,8,212,0.321663,similar_items
53,9,267,0.236505,popular
53,10,671,0.132080,complementary
54,1,497,0.962111,similar_items
54,2,530,0.867177,popular
54,3,1024,0.786268,new_arrival
54,4,51,0.696487,popular
54,5,1092,0.647959,price_drop
54,6,612,0.492744,similar_items
54,7,1191,0.467603,popular
54,8,859,0.418911,similar_items
54,9,473,0.357177,new_arrival
54,10,665,0.268350,popular
55,1,177,0.948858,price_drop
55,2,772,0.920539,new_arrival
55,3,84,0.875353,new_arrival
55,4,61,0.720595,price_drop
55,5,673,0.588934,similar_items
55,6,817,0.577449,similar_items
55,7,1168,0.479208,similar_items
55,8,981,0.160861,similar_items
55,9,779,0.152912,similar_items
55,10,96,0.084659,new_arrival
56,1,73,0.928486,similar_items
56,2,671,0.901076,complementary
56,3,978,0.820424,price_drop
56,4,1051,0.819967,popular
56,5,553,0.724206,popular
56,6,283,0.712558,similar_items
56,7,919,0.566628,similar_items
56,8,703,0.255440,similar_items
56,9,939,0.167946,similar_items
56,10,64,0.164525,popular
57,1,1054,0.933962,new_arrival
57,2,898,0.904692,complementary
57,3,793,0.823333,similar_items
57,4,662,0.491170,popular
57,5,367,0.475215,similar_items
57,6,220,0.351436,complementary
57,7,210,0.329903,similar_items
57,8,273,0.264984,new_arrival
57,9,1044,0.230254,popular
57,10,617,0.136664,similar_items
58,1,819,0.960511,similar_items
58,2,35,0.889068,similar_items
58,3,123,0.664253,popular
58,4,262,0.637161,price_drop
58,5,110,0.583659,similar_items
58,6,1146,0.510960,similar_items
58,7,258,0.222120,complementary
58,8,60,0.218580,popular
58,9,303,0.210558,similar_items
58,10,1144,0.176659,popular
59,1,499,0.981640,complementary
59,2,210,0.691093,popular
59,3,1173,0.564618,complementary
59,4,1190,0.561739,popular
59,5,908,0.333737,complementary
59,6,697,0.329967,similar_items
59,7,1044,0.266837,similar_items
59,8,1052,0.172702,similar_items
59,9,690,0.139183,popular
59,10,1073,0.110317,complementary
60,1,879,0.949115,similar_items
60,2,158,0.944971,new_arrival
60,3,1001,0.899828,popular
60,4,393,0.743012,similar_items
60,5,658,0.738015,price_drop
60,6,1026,0.722157,price_drop
60,7,696,0.717611,popular
60,8,561,0.510560,price_drop
60,9,1111,0.371135,similar_items
60,10,477,0.301280,similar_items
61,1,659,0.973759,similar_items
61,2,267,0.733978,popular
61,3,113,0.600570,similar_items
61,4,515,0.440888,complementary
61,5,518,0.416908,price_drop
61,6,808,0.334338,similar_items
61,7,1108,0.280736,popular
61,8,496,0.141985,complementary
61,9,835,0.097911,similar_items
61,10,1047,0.094464,popular
62,1,286,0.955969,complementary
62,2,1056,0.933748,similar_items
62,3,925,0.811339,similar_items
62,4,709,0.791403,new_arrival
62,5,957,0.705681,popular
62,6,840,0.697713,price_drop
62,7,822,0.613149,similar_items
62,8,1026,0.427020,similar_items
62,9,757,0.310932,similar_items
62,10,275,0.253142,similar_items
63,1,92,0.950480,popular
63,2,986,0.947679,popular
63,3,956,0.643504,similar_items
63,4,439,0.618953,similar_items
63,5,106,0.549208,new_arrival
63,6,784,0.429396,popular
63,7,583,0.398760,complementary
63,8,775,0.310933,complementary
63,9,1153,0.277216,complementary
63,10,1002,0.093245,price_drop
64,1,898,0.987874,popular
64,2,476,0.728798,popular
64,3,1151,0.594300,price_drop
64,4,302,0.583575,popular
64,5,959,0.481911,popular
64,6,629,0.443033,new_arrival
64,7,346,0.257001,price_drop
64,8,1111,0.198116,complementary
64,9,184,0.181140,complementary
64,10,1095,0.134138,new_arrival
65,1,736,0.737794,complementary
65,2,1074,0.699221,similar_items
65,3,237,0.503426,new_arrival
65,4,141,0.440163,price_drop
65,5,583,0.428744,popular
65,6,111,0.383111,similar_items
65,7,24,0.281279,similar_items
65,8,251,0.159424,complementary
65,9,247,0.143157,similar_items
65,10,319,0.116999,complementary
66,1,126,0.861549,popular
66,2,901,0.754427,popular
66,3,888,0.701674,popular
66,4,237,0.589200,price_drop
66,5,326,0.344571,new_arrival
66,6,170,0.273573,popular
66,7,1078,0.225769,price_drop
66,8,1178,0.225580,popular
66,9,818,0.132275,popular
66,10,96,0.120347,similar_items
67,1,609,0.894618,popular
67,2,1111,0.884277,popular
67,3,120,0.835538,price_drop
67,4,611,0.637338,popular
67,5,168,0.558748,similar_items
67,6,776,0.546948,similar_items
67,7,544,0.476985,similar_items
67,8,1001,0.222552,popular
67,9,809,0.139263,popular
67,10,553,0.072516,similar_items
68,1,913,0.771730,similar_items
68,2,1179,0.750482,complementary
68,3,806,0.587554,popular
68,4,907,0.553826,new_arrival
68,5,968,0.488325,popular
68,6,306,0.391743,complementary
68,7,382,0.224636,complementary
68,8,955,0.172605,new_arrival
68,9,916,0.091221,popular
68,10,1130,0.073003,popular
69,1,1194,0.922263,complementary
69,2,418,0.797061,complementary
69,3,903,0.551631,complementary
69,4,1167,0.521706,new_arrival
69,5,336,0.409770,similar_items
69,6,407,0.358385,popular
69,7,25,0.352401,popular
69,8,1035,0.313275,similar_items
69,9,85,0.276672,popular
69,10,522,0.167345,new_arrival
70,1,672,0.951808,complementary
70,2,606,0.934788,popular
70,3,619,0.799348,similar_items
70,4,891,0.547867,new_arrival
70,5,796,0.532807,complementary
70,6,603,0.525126,popular
70,7,817,0.490216,price_drop
70,8,485,0.477608,price_drop
70,9,968,0.338741,popular
70,10,844,0.291034,similar_items
71,1,759,0.972975,new_arrival
71,2,405,0.972560,complementary
71,3,445,0.719231,similar_items
71,4,1115,0.669968,similar_items
71,5,692,0.624803,similar_items
71,6,186,0.610880,similar_items
71,7,216,0.514397,popular
71,8,182,0.499560,popular
71,9,814,0.310849,price_drop
71,10,1191,0.171817,similar_items
72,1,264,0.826444,popular
72,2,244,0.666451,price_drop
72,3,1121,0.662112,price_drop
72,4,460,0.652779,similar_items
72,5,52,0.513790,similar_items
72,6,28,0.489597,popular
72,7,241,0.462033,similar_items
72,8,185,0.245068,similar_items
72,9,152,0.204859,price_drop
72,10,948,0.204651,similar_items
73,1,188,0.844182,similar_items
73,2,492,0.714743,complementary
73,3,674,0.595292,complementary
73,4,1199,0.582091,price_drop
73,5,150,0.577690,similar_items
73,6,834,0.458673,similar_items
73,7,41,0.394716,new_arrival
73,8,694,0.199351,new_arrival
73,9,80,0.148398,similar_items
73,10,668,0.114372,similar_items
74,1,1134,0.866979,new_arrival
74,2,706,0.808571,similar_items
74,3,819,0.743136,popular
74,4,1172,0.671165,similar_items
74,5,967,0.515865,price_drop
74,6,1004,0.298129,new_arrival
74,7,388,0.231002,complementary
74,8,258,0.194789,similar_items
74,9,11,0.152403,new_arrival
74,10,467,0.145537,similar_items
75,1,454,0.932929,similar_items
75,2,691,0.855767,price_drop
75,3,432,0.695603,similar_items
75,4,614,0.687297,similar_items
75,5,942,0.511798,new_arrival
75,6,991,0.451663,complementary
75,7,741,0.300638,price_drop
75,8,477,0.224679,similar_items
75,9,13,0.073794,complementary
75,10,333,0.073190,popular
76,1,879,0.943912,new_arrival
76,2,1111,0.754431,similar_items
76,3,1080,0.747535,similar_items
76,4,776,0.576506,price_drop
76,5,229,0.498505,complementary
76,6,948,0.463038,price_drop
76,7,1026,0.447998,complementary
76,8,286,0.281576,similar_items
76,9,120,0.130612,new_arrival
76,10,452,0.114138,complementary
77,1,182,0.960898,price_drop
77,2,416,0.945492,similar_items
77,3,359,0.894418,similar_items
77,4,531,0.753683,popular
77,5,771,0.708179,popular
77,6,814,0.644740,new_arrival
77,7,601,0.638097,similar_items
77,8,196,0.624331,similar_items
77,9,1115,0.266061,new_arrival
77,10,913,0.255693,price_drop
78,1,213,0.979358,similar_items
78,2,360,0.971401,price_drop
78,3,487,0.847278,price_drop
78,4,820,0.817424,complementary
78,5,408,0.754658,popular
78,6,35,0.672362,complementary
78,7,1071,0.635456,similar_items
78,8,195,0.604305,popular
78,9,1021,0.496114,new_arrival
78,10,320,0.174937,price_drop
79,1,205,0.981176,similar_items
79,2,937,0.814861,new_arrival
79,3,1070,0.642717,similar_items
79,4,431,0.624887,similar_items
79,5,509,0.604488,popular
79,6,84,0.415762,price_drop
79,7,147,0.300881,popular
79,8,61,0.247497,complementary
79,9,594,0.210608,price_drop
79,10,866,0.181114,popular
80,1,1075,0.891377,similar_items
80,2,829,0.887472,similar_items
80,3,345,0.831923,popular
80,4,329,0.568725,popular
80,5,299,0.530233,popular
80,6,1072,0.529843,popular
80,7,538,0.445711,new_arrival
80,8,768,0.431216,similar_items
80,9,618,0.370779,popular
80,10,37,0.291926,new_arrival
81,1,626,0.958714,popular
81,2,1077,0.823359,similar_items
81,3,527,0.579473,similar_items
81,4,173,0.542385,similar_items
81,5,131,0.341114,similar_items
81,6,661,0.316806,popular
81,7,122,0.274855,popular
81,8,712,0.201535,price_drop
81,9,656,0.189862,similar_items
81,10,920,0.174655,complementary
82,1,495,0.954005,popular
82,2,80,0.812139,complementary
82,3,685,0.630371,similar_items
82,4,207,0.623074,similar_items
82,5,334,0.610592,complementary
82,6,1199,0.537602,price_drop
82,7,1123,0.464947,popular
82,8,674,0.367501,similar_items
82,9,15,0.289501,similar_items
82,10,79,0.112498,popular
83,1,13,0.835186,popular
83,2,481,0.790291,complementary
83,3,345,0.707618,complementary
83,4,98,0.702364,popular
83,5,508,0.423711,new_arrival
83,6,2,0.364691,similar_items
83,7,339,0.347890,popular
83,8,871,0.285136,price_drop
83,9,395,0.125455,popular
83,10,944,0.124966,new_arrival
84,1,576,0.958982,similar_items
84,2,356,0.936177,price_drop
84,3,672,0.830230,popular
84,4,1047,0.599049,similar_items
84,5,1164,0.537120,new_arrival
84,6,808,0.492381,price_drop
84,7,129,0.464451,price_drop
84,8,14,0.427046,similar_items
84,9,878,0.317931,price_drop
84,10,943,0.139435,popular
85,1,556,0.873351,popular
85,2,616,0.792358,similar_items
85,3,1054,0.727288,price_drop
85,4,417,0.680388,new_arrival
85,5,350,0.619588,popular
85,6,944,0.417516,price_drop
85,7,5,0.396023,new_arrival
85,8,954,0.362873,similar_items
85,9,1142,0.272479,similar_items
85,10,734,0.175821,similar_items
86,1,13,0.963044,complementary
86,2,371,0.961871,popular
86,3,229,0.944007,complementary
86,4,99,0.829097,similar_items
86,5,261,0.575902,similar_items
86,6,30,0.448651,similar_items
86,7,455,0.420383,similar_items
86,8,660,0.412843,similar_items
86,9,790,0.379260,similar_items
86,10,1117,0.228628,price_drop
87,1,833,0.987052,complementary
87,2,256,0.851855,similar_items
87,3,183,0.798238,popular
87,4,893,0.638533,similar_items
87,5,759,0.584333,similar_items
87,6,1091,0.495637,complementary
87,7,704,0.395869,complementary
87,8,513,0.394620,popular
87,9,671,0.361506,complementary
87,10,1108,0.094006,similar_items
88,1,638,0.804164,similar_items
88,2,613,0.706475,price_drop
88,3,813,0.583415,price_drop
88,4,701,0.540293,similar_items
88,5,99,0.507138,similar_items
88,6,1074,0.381249,new_arrival
88,7,224,0.338577,similar_items
88,8,349,0.178789,similar_items
88,9,1197,0.133782,new_arrival
88,10,264,0.073015,similar_items
89,1,1037,0.860508,similar_items
89,2,1016,0.605864,similar_items
89,3,153,0.594305,new_arrival
89,4,835,0.591216,price_drop
89,5,893,0.480713,popular
89,6,235,0.386017,similar_items
89,7,1158,0.374873,popular
89,8,648,0.312201,popular
89,9,794,0.273604,similar_items
89,10,525,0.157594,price_drop
90,1,1078,0.966273,popular
90,2,1076,0.915879,price_drop
90,3,69,0.912332,new_arrival
90,4,24,0.848554,popular
90,5,1110,0.816379,similar_items
90,6,188,0.745835,similar_items
