feedback_id,request_id,user_id,item_id,action,ts
39,9,481,1098,skip,2026-02-20T06:12:34+00:00
40,9,481,476,skip,2026-02-19T14:04:39+00:00
41,10,536,792,skip,2026-02-17T13:18:19+00:00
42,10,536,727,click,2026-02-17T16:14:07+00:00
43,10,536,238,skip,2026-02-18T03:59:53+00:00
44,10,536,682,click,2026-02-18T03:08:46+00:00
45,10,536,902,click,2026-02-18T18:38:11+00:00
46,10,536,550,skip,2026-02-18T09:49:01+00:00
47,11,101,1112,click,2025-12-20T03:33:02+00:00
48,11,101,345,skip,2025-12-19T23:48:57+00:00
49,12,242,812,skip,2026-02-15T18:17:48+00:00
50,12,242,530,click,2026-02-16T18:58:20+00:00
51,12,242,712,skip,2026-02-15T17:53:03+00:00
52,13,119,821,skip,2026-01-24T00:26:24+00:00
53,13,119,764,click,2026-01-23T12:31:06+00:00
54,13,119,297,skip,2026-01-23T04:41:53+00:00
55,13,119,1047,skip,2026-01-24T01:07:25+00:00
56,13,119,703,click,2026-01-22T23:23:50+00:00
57,14,325,1194,click,2026-01-21T04:44:10+00:00
58,14,325,1123,skip,2026-01-21T15:43:11+00:00
59,14,325,92,click,2026-01-21T01:43:19+00:00
60,15,26,998,skip,2026-01-05T06:45:26+00:00
61,15,26,1064,click,2026-01-04T20:42:17+00:00
62,15,26,403,skip,2026-01-05T14:53:54+00:00
63,16,565,949,click,2026-02-19T12:43:51+00:00
64,16,565,280,skip,2026-02-19T05:38:20+00:00
65,16,565,292,skip,2026-02-19T03:22:40+00:00
66,16,565,72,skip,2026-02-19T04:00:22+00:00
67,16,565,1006,click,2026-02-19T12:18:33+00:00
68,17,238,281,click,2025-12-10T21:33:15+00:00
69,17,238,84,click,2025-12-10T20:30:25+00:00
70,17,238,646,click,2025-12-10T15:22:14+00:00
71,17,238,523,skip,2025-12-10T19:35:41+00:00
72,17,238,407,click,2025-12-10T10:52:03+00:00
73,18,312,266,skip,2026-02-05T14:01:59+00:00
74,18,312,726,click,2026-02-05T00:11:58+00:00
75,18,312,389,skip,2026-02-05T21:09:05+00:00
76,19,574,1102,click,2026-02-19T20:00:22+00:00
77,19,574,175,click,2026-02-19T08:21:33+00:00
78,19,574,13,skip,2026-02-19T19:26:21+00:00
79,19,574,25,dislike,2026-02-20T02:14:54+00:00
80,19,574,892,click,2026-02-20T10:23:45+00:00
81,20,327,1087,skip,2026-01-05T12:05:04+00:00
82,20,327,525,click,2026-01-06T08:21:57+00:00
83,20,327,798,skip,2026-01-05T16:47:51+00:00
84,20,327,228,click,2026-01-06T06:33:59+00:00
85,21,74,870,click,2025-12-08T20:36:58+00:00
86,21,74,294,skip,2025-12-08T20:45:55+00:00
87,21,74,991,skip,2025-12-08T22:48:51+00:00
88,21,74,133,click,2025-12-09T12:55:56+00:00
89,21,74,242,click,2025-12-08T21:39:55+00:00
90,23,61,703,click,2025-12-31T18:03:07+00:00
91,23,61,243,dislike,2025-12-31T16:48:43+00:00
92,23,61,511,click,2025-12-31T05:51:21+00:00
93,24,48,692,skip,2026-02-06T08:06:28+00:00
94,24,48,239,click,2026-02-07T00:07:38+00:00
95,24,48,405,skip,2026-02-06T06:00:54+00:00
96,25,160,709,skip,2026-02-09T05:59:04+00:00
97,25,160,973,skip,2026-02-09T13:18:45+00:00
98,25,160,238,skip,2026-02-09T13:11:38+00:00
99,26,60,1165,skip,2025-12-24T15:07:23+00:00
100,26,60,748,skip,2025-12-25T03:17:39+00:00
101,26,60,259,click,2025-12-25T08:12:54+00:00
102,26,60,1013,click,2025-12-25T06:35:19+00:00
103,27,503,1132,click,2026-02-10T22:57:39+00:00
104,27,503,718,dislike,2026-02-11T07:20:37+00:00
105,27,503,68,skip,2026-02-10T23:19:23+00:00
106,27,503,57,skip,2026-02-10T08:22:31+00:00
107,28,10,645,click,2026-02-14T20:18:47+00:00
108,28,10,736,click,2026-02-14T14:40:11+00:00
109,28,10,1035,skip,2026-02-15T02:16:52+00:00
110,29,109,598,click,2026-02-04T17:44:18+00:00
111,29,109,228,skip,2026-02-03T23:46:11+00:00
112,29,109,706,click,2026-02-04T16:57:36+00:00
113,30,241,1147,click,2026-01-31T12:11:23+00:00
114,30,241,968,skip,2026-01-31T22:32:42+00:00
115,30,241,763,click,2026-01-31T01:07:16+00:00
116,30,241,1101,click,2026-01-31T02:24:18+00:00
117,31,81,64,click,2026-02-25T15:49:41+00:00
118,31,81,445,click,2026-02-24T19:54:45+00:00
119,31,81,1051,skip,2026-02-26T00:54:30+00:00
120,31,81,152,skip,2026-02-25T04:14:25+00:00
121,32,113,431,click,2025-12-26T09:25:09+00:00
122,32,113,889,skip,2025-12-26T04:56:19+00:00
123,32,113,491,click,2025-12-26T13:37:49+00:00
124,32,113,322,click,2025-12-26T04:32:38+00:00
125,33,372,377,click,2026-02-25T09:28:38+00:00
126,33,372,994,click,2026-02-25T18:47:18+00:00
127,33,372,100,skip,2026-02-25T18:49:28+00:00
128,33,372,798,click,2026-02-24T23:29:07+00:00
129,33,372,404,click,2026-02-25T11:13:58+00:00
130,34,99,320,skip,2025-12-27T03:34:40+00:00
131,34,99,626,click,2025-12-26T20:03:08+00:00
132,35,164,900,skip,2025-12-25T08:39:24+00:00
133,35,164,1167,click,2025-12-24T10:12:19+00:00
134,35,164,53,skip,2025-12-24T14:36:26+00:00
135,36,174,806,skip,2026-01-26T15:36:07+00:00
136,36,174,1169,click,2026-01-26T13:24:52+00:00
137,37,207,4,skip,2026-02-16T07:27:20+00:00
138,37,207,53,skip,2026-02-16T16:53:31+00:00
139,37,207,1125,click,2026-02-16T13:47:24+00:00
140,37,207,1082,skip,2026-02-16T07:58:13+00:00
141,38,317,438,dislike,2025-12-23T14:45:09+00:00
142,38,317,719,skip,2025-12-24T01:37:14+00:00
143,38,317,142,skip,2025-12-24T11:34:13+00:00
144,39,464,36,skip,2025-12-31T07:58:58+00:00
145,39,464,146,skip,2025-12-30T02:02:46+00:00
146,39,464,670,click,2025-12-31T05:35:36+00:00
147,39,464,874,click,2025-12-30T15:46:10+00:00
148,39,464,115,dislike,2025-12-30T20:19:00+00:00
149,39,464,1064,click,2025-12-30T03:36:51+00:00
150,39,464,279,skip,2025-12-30T14:02:48+00:00
151,39,464,1087,click,2025-12-31T03:33:23+00:00
152,40,479,349,click,2026-02-17T13:44:55+00:00
153,40,479,1196,click,2026-02-17T22:45:58+00:00
154,40,479,587,click,2026-02-17T22:44:06+00:00
155,40,479,991,skip,2026-02-18T00:02:11+00:00
156,41,599,1047,dislike,2025-12-18T03:25:07+00:00
157,41,599,180,skip,2025-12-18T01:34:17+00:00
158,41,599,906,click,2025-12-17T18:44:53+00:00
159,42,508,942,skip,2026-01-27T19:08:06+00:00
160,42,508,301,click,2026-01-27T19:27:32+00:00
161,43,463,699,dislike,2025-12-17T10:13:34+00:00
162,43,463,791,dislike,2025-12-16T16:17:41+00:00
163,43,463,716,skip,2025-12-16T15:49:18+00:00
164,43,463,781,dislike,2025-12-17T01:05:03+00:00
165,43,463,953,click,2025-12-17T00:51:21+00:00
166,43,463,3,skip,2025-12-17T03:42:14+00:00
167,44,200,679,skip,2026-01-07T18:13:48+00:00
168,44,200,1030,skip,2026-01-07T12:36:58+00:00
169,44,200,597,skip,2026-01-07T21:29:14+00:00
170,45,13,398,click,2025-12-27T09:14:46+00:00
171,45,13,44,click,2025-12-27T20:23:25+00:00
172,45,13,980,skip,2025-12-27T03:56:13+00:00
173,46,519,808,skip,2026-01-23T05:31:27+00:00
174,46,519,435,click,2026-01-22T21:49:25+00:00
175,46,519,212,skip,2026-01-22T14:31:20+00:00
176,46,519,864,click,2026-01-22T11:29:52+00:00
177,46,519,659,click,2026-01-22T07:31:00+00:00
178,46,519,201,skip,2026-01-22T05:05:28+00:00
179,47,339,1074,click,2025-12-27T11:55:14+00:00
180,47,339,395,skip,2025-12-28T03:50:24+00:00
181,47,339,344,skip,2025-12-27T05:53:52+00:00
182,47,339,903,skip,2025-12-28T11:49:00+00:00
183,48,225,795,click,2025-12-13T07:43:18+00:00
184,48,225,977,dislike,2025-12-13T17:03:13+00:00
185,48,225,98,click,2025-12-13T17:59:18+00:00
186,48,225,905,skip,2025-12-13T18:05:27+00:00
187,48,225,774,skip,2025-12-13T05:49:03+00:00
188,49,560,207,skip,2025-12-21T08:13:13+00:00
189,49,560,386,skip,2025-12-21T00:40:51+00:00
190,49,560,1137,skip,2025-12-21T00:11:06+00:00
191,50,241,153,click,2026-01-25T13:12:43+00:00
192,50,241,235,dislike,2026-01-25T17:52:55+00:00
193,50,241,987,skip,2026-01-25T13:39:55+00:00
194,50,241,1016,click,2026-01-25T09:48:03+00:00
195,51,224,590,click,2026-01-20T20:41:03+00:00
196,51,224,396,skip,2026-01-20T15:47:56+00:00
197,51,224,52,skip,2026-01-20T00:37:07+00:00
198,51,224,759,click,2026-01-19T20:31:16+00:00
199,51,224,572,click,2026-01-19T19:05:12+00:00
200,52,56,303,skip,2026-03-02T01:11:25+00:00
201,52,56,146,click,2026-03-01T21:45:23+00:00
202,52,56,12,skip,2026-02-28T23:27:59+00:00
203,52,56,1101,click,2026-03-01T02:07:10+00:00
204,53,409,20,skip,2025-12-14T15:27:24+00:00
205,53,409,198,click,2025-12-14T19:06:06+00:00
206,53,409,435,skip,2025-12-14T22:08:22+00:00
207,53,409,808,click,2025-12-15T17:51:11+00:00
208,53,409,212,click,2025-12-15T19:19:19+00:00
209,54,502,1191,skip,2025-12-14T21:50:26+00:00
210,54,502,473,dislike,2025-12-14T07:30:46+00:00
211,55,460,177,dislike,2026-02-04T23:50:31+00:00
212,55,460,772,click,2026-02-05T04:43:23+00:00
213,55,460,61,click,2026-02-05T06:02:37+00:00
214,55,460,1168,click,2026-02-05T02:14:43+00:00
215,55,460,779,skip,2026-02-04T08:19:35+00:00
216,55,460,96,click,2026-02-04T22:22:06+00:00
217,56,419,73,click,2026-01-31T06:04:42+00:00
218,56,419,671,click,2026-01-31T17:56:54+00:00
219,56,419,978,dislike,2026-01-31T19:59:16+00:00
220,56,419,919,click,2026-01-31T07:33:46+00:00
221,56,419,703,dislike,2026-01-31T21:35:40+00:00
222,56,419,939,skip,2026-01-31T02:25:06+00:00
223,56,419,64,dislike,2026-01-31T02:53:13+00:00
224,57,463,1054,dislike,2026-01-25T12:35:46+00:00
225,57,463,793,skip,2026-01-25T18:16:27+00:00
226,57,463,662,click,2026-01-25T13:38:43+00:00
227,57,463,367,skip,2026-01-26T04:16:18+00:00
228,57,463,273,skip,2026-01-25T17:13:03+00:00
229,58,65,35,skip,2026-01-08T16:24:57+00:00
230,58,65,258,click,2026-01-09T07:56:47+00:00
231,58,65,60,skip,2026-01-09T00:47:56+00:00
232,58,65,303,click,2026-01-09T06:30:28+00:00
233,59,249,499,skip,2026-02-18T05:42:14+00:00
234,59,249,1190,click,2026-02-17T15:35:54+00:00
235,59,249,908,click,2026-02-18T00:38:56+00:00
236,59,249,690,skip,2026-02-17T22:16:00+00:00
237,60,341,879,click,2025-12-16T11:27:44+00:00
238,60,341,158,click,2025-12-17T05:17:18+00:00
239,60,341,1001,click,2025-12-16T13:04:51+00:00
240,60,341,393,skip,2025-12-16T12:51:20+00:00
241,60,341,696,skip,2025-12-17T10:01:57+00:00
242,60,341,561,dislike,2025-12-17T02:35:33+00:00
243,60,341,1111,click,2025-12-17T11:09:56+00:00
244,61,210,113,skip,2026-02-01T14:20:40+00:00
245,61,210,515,click,2026-02-01T19:19:11+00:00
246,61,210,518,dislike,2026-02-01T11:10:10+00:00
247,61,210,1108,click,2026-02-01T16:22:56+00:00
248,61,210,496,dislike,2026-01-31T19:35:22+00:00
249,61,210,835,click,2026-02-01T22:01:14+00:00
250,62,153,925,click,2026-02-23T20:22:18+00:00
251,62,153,757,dislike,2026-02-24T08:47:38+00:00
252,63,566,986,skip,2026-01-19T19:56:05+00:00
253,63,566,956,click,2026-01-19T18:22:22+00:00
254,63,566,106,click,2026-01-19T14:45:38+00:00
255,63,566,583,skip,2026-01-18T21:24:09+00:00
256,63,566,1002,skip,2026-01-19T00:39:42+00:00
257,64,190,898,skip,2026-02-23T17:52:35+00:00
258,64,190,1151,click,2026-02-24T04:18:37+00:00
259,64,190,959,dislike,2026-02-24T10:12:18+00:00
260,64,190,629,skip,2026-02-24T20:16:58+00:00
261,64,190,346,skip,2026-02-24T04:58:43+00:00
262,65,136,1074,click,2026-02-05T20:41:20+00:00
263,65,136,141,skip,2026-02-05T17:51:13+00:00
264,65,136,583,click,2026-02-05T03:44:08+00:00
265,65,136,251,click,2026-02-05T06:09:20+00:00
266,65,136,319,skip,2026-02-06T02:32:56+00:00
267,66,294,888,dislike,2026-01-03T13:17:13+00:00
268,66,294,237,click,2026-01-04T17:34:49+00:00
269,66,294,326,click,2026-01-04T08:41:45+00:00
270,66,294,1078,click,2026-01-04T13:56:04+00:00
271,66,294,1178,skip,2026-01-04T16:12:41+00:00
272,67,173,609,click,2026-02-01T23:24:24+00:00
273,67,173,120,click,2026-02-02T07:17:12+00:00
274,67,173,1001,click,2026-02-02T03:36:40+00:00
275,67,173,553,click,2026-02-02T16:24:03+00:00
276,68,128,806,click,2025-12-31T19:33:28+00:00
277,68,128,907,skip,2025-12-31T07:40:04+00:00
278,68,128,382,click,2025-12-31T02:54:27+00:00
279,68,128,955,dislike,2025-12-31T14:49:00+00:00
280,69,5,1194,skip,2025-12-21T03:02:17+00:00
281,69,5,418,click,2025-12-20T08:00:11+00:00
282,69,5,903,click,2025-12-20T18:57:11+00:00
283,69,5,1167,click,2025-12-20T17:38:18+00:00
284,69,5,336,skip,2025-12-20T09:01:09+00:00
285,69,5,1035,click,2025-12-20T14:21:12+00:00
286,69,5,522,click,2025-12-20T03:49:07+00:00
287,70,507,672,click,2026-02-16T00:28:12+00:00
288,71,413,759,skip,2025-12-28T11:16:29+00:00
289,71,413,692,click,2025-12-27T18:19:31+00:00
290,71,413,814,skip,2025-12-28T19:00:42+00:00
291,72,489,241,click,2026-02-28T22:39:19+00:00
292,72,489,948,dislike,2026-03-01T04:29:49+00:00
293,73,75,492,click,2025-12-24T16:12:26+00:00
294,73,75,834,skip,2025-12-24T22:46:38+00:00
295,73,75,41,skip,2025-12-23T21:04:02+00:00
296,73,75,80,click,2025-12-25T01:01:15+00:00
297,74,520,1134,dislike,2026-02-05T09:47:37+00:00
298,74,520,1172,click,2026-02-05T22:57:49+00:00
299,74,520,967,click,2026-02-05T19:19:35+00:00
300,74,520,388,dislike,2026-02-05T23:51:47+00:00
301,74,520,11,click,2026-02-06T08:52:15+00:00
302,74,520,467,click,2026-02-06T02:29:17+00:00
303,75,25,432,click,2025-12-22T18:45:25+00:00
304,75,25,741,click,2025-12-23T05:41:12+00:00
305,75,25,477,click,2025-12-22T03:13:55+00:00
306,75,25,13,click,2025-12-23T01:16:44+00:00
307,76,492,1111,click,2026-02-09T08:08:57+00:00
308,76,492,1080,click,2026-02-08T20:59:52+00:00
309,76,492,776,skip,2026-02-08T12:41:05+00:00
310,76,492,948,skip,2026-02-08T23:10:38+00:00
311,76,492,120,click,2026-02-09T02:04:45+00:00
312,77,291,416,click,2025-12-08T00:10:46+00:00
313,77,291,531,click,2025-12-08T11:27:43+00:00
314,77,291,771,skip,2025-12-08T14:20:44+00:00
315,77,291,601,skip,2025-12-07T15:12:51+00:00
316,78,569,213,click,2025-12-21T11:40:53+00:00
317,78,569,487,click,2025-12-21T03:37:37+00:00
318,78,569,408,click,2025-12-21T04:57:12+00:00
319,78,569,195,click,2025-12-21T10:16:54+00:00
320,78,569,320,skip,2025-12-21T08:55:29+00:00
321,79,587,937,click,2026-02-11T09:36:53+00:00
322,79,587,1070,click,2026-02-11T11:59:25+00:00
323,79,587,147,skip,2026-02-12T02:00:41+00:00
324,79,587,594,click,2026-02-11T02:39:44+00:00
325,79,587,866,dislike,2026-02-11T03:10:46+00:00
326,80,268,1075,click,2026-01-02T13:42:57+00:00
327,80,268,829,click,2026-01-02T19:58:59+00:00
328,80,268,538,skip,2026-01-01T15:57:40+00:00
329,81,308,1077,click,2025-12-05T12:48:16+00:00
330,81,308,173,click,2025-12-06T10:55:02+00:00
331,81,308,131,skip,2025-12-05T15:13:53+00:00
332,81,308,122,click,2025-12-05T17:59:52+00:00
333,81,308,656,skip,2025-12-06T06:03:41+00:00
334,82,39,495,click,2026-02-21T23:34:22+00:00
335,82,39,207,skip,2026-02-22T13:50:58+00:00
336,82,39,334,skip,2026-02-22T14:40:50+00:00
337,82,39,1199,skip,2026-02-21T16:30:53+00:00
338,82,39,1123,skip,2026-02-22T18:21:05+00:00
339,82,39,674,skip,2026-02-22T12:56:01+00:00
340,83,599,13,click,2026-01-18T23:36:01+00:00
341,83,599,345,skip,2026-01-19T22:37:28+00:00
342,83,599,98,click,2026-01-18T16:23:22+00:00
343,83,599,395,skip,2026-01-19T10:56:32+00:00
344,84,303,576,click,2026-01-16T17:08:43+00:00
345,84,303,356,dislike,2026-01-16T09:36:26+00:00
346,84,303,672,skip,2026-01-15T20:16:42+00:00
347,84,303,129,click,2026-01-16T23:40:06+00:00
348,84,303,14,skip,2026-01-16T15:36:58+00:00
349,84,303,943,click,2026-01-16T06:11:16+00:00
350,85,11,556,click,2026-01-21T09:11:52+00:00
351,85,11,417,click,2026-01-21T08:10:22+00:00
352,85,11,350,click,2026-01-21T17:38:31+00:00
353,85,11,944,skip,2026-01-21T05:50:13+00:00
354,85,11,5,skip,2026-01-21T17:21:45+00:00
355,86,450,13,click,2025-12-21T20:06:19+00:00
356,86,450,371,click,2025-12-21T10:37:45+00:00
357,86,450,261,click,2025-12-22T02:02:39+00:00
358,86,450,660,skip,2025-12-22T00:12:16+00:00
359,86,450,790,skip,2025-12-22T00:55:43+00:00
360,86,450,1117,dislike,2025-12-21T10:16:38+00:00
361,87,538,759,skip,2026-02-02T00:41:39+00:00
362,87,538,1091,skip,2026-02-02T03:45:39+00:00
363,87,538,704,click,2026-02-02T07:21:33+00:00
364,87,538,513,skip,2026-02-01T15:13:36+00:00
365,87,538,671,click,2026-02-02T03:41:01+00:00
366,88,22,99,skip,2025-12-18T12:25:40+00:00
367,88,22,349,skip,2025-12-18T20:52:16+00:00
368,88,22,1197,skip,2025-12-18T14:52:15+00:00
369,88,22,264,click,2025-12-18T21:55:34+00:00
370,89,36,893,click,2026-02-25T00:25:12+00:00
371,89,36,794,skip,2026-02-25T11:03:05+00:00
372,90,294,1078,click,2026-01-11T07:04:15+00:00
373,90,294,1110,skip,2026-01-11T06:56:28+00:00
374,90,294,1074,click,2026-01-11T13:13:02+00:00
375,92,329,485,click,2025-12-27T00:29:48+00:00
376,92,329,61,click,2025-12-27T01:11:35+00:00
377,92,329,281,click,2025-12-26T23:12:00+00:00
378,92,329,866,click,2025-12-27T02:37:16+00:00
379,93,365,551,skip,2026-02-04T09:35:13+00:00
380,93,365,978,skip,2026-02-03T11:45:44+00:00
381,93,365,236,skip,2026-02-03T23:23:57+00:00
382,94,538,1104,click,2025-12-17T04:10:37+00:00
383,94,538,504,dislike,2025-12-17T13:29:44+00:00
384,94,538,107,click,2025-12-16T15:22:35+00:00
385,94,538,422,dislike,2025-12-17T15:30:33+00:00
386,94,538,631,click,2025-12-16T14:09:06+00:00
387,94,538,1107,skip,2025-12-16T20:09:04+00:00
388,95,65,248,click,2026-02-10T08:28:55+00:00
389,95,65,417,click,2026-02-11T06:18:16+00:00
390,95,65,26,click,2026-02-11T03:18:23+00:00
391,95,65,471,click,2026-02-11T01:41:55+00:00
392,96,173,762,skip,2026-02-08T07:16:05+00:00
393,96,173,538,click,2026-02-08T14:28:23+00:00
394,96,173,734,click,2026-02-08T13:30:40+00:00
395,96,173,387,skip,2026-02-08T23:07:19+00:00
396,96,173,52,skip,2026-02-08T18:41:01+00:00
397,96,173,256,skip,2026-02-09T04:32:03+00:00
398,97,135,728,click,2026-02-27T17:25:52+00:00
399,97,135,1163,skip,2026-02-27T21:50:07+00:00
400,97,135,776,dislike,2026-02-27T20:27:39+00:00
401,97,135,1048,dislike,2026-02-27T11:21:48+00:00
402,97,135,1075,click,2026-02-28T03:10:32+00:00
403,98,84,957,skip,2026-02-01T17:45:31+00:00
404,98,84,1169,click,2026-01-31T19:30:33+00:00
405,98,84,493,skip,2026-01-31T15:33:15+00:00
406,98,84,658,skip,2026-02-01T04:41:03+00:00
407,99,335,228,skip,2026-01-18T00:54:23+00:00
408,99,335,1055,click,2026-01-18T09:22:48+00:00
409,99,335,676,click,2026-01-17T14:58:30+00:00
410,99,335,318,click,2026-01-18T00:29:09+00:00
411,100,12,288,click,2026-01-20T15:47:35+00:00
412,100,12,808,click,2026-01-19T14:02:46+00:00
413,101,198,521,skip,2026-02-09T09:36:51+00:00
414,101,198,60,dislike,2026-02-08T14:02:16+00:00
415,102,275,763,click,2026-02-06T01:08:04+00:00
416,102,275,224,dislike,2026-02-06T12:02:50+00:00
417,103,23,625,click,2025-12-22T01:24:36+00:00
418,103,23,1170,click,2025-12-23T08:05:04+00:00
419,103,23,984,click,2025-12-23T08:00:32+00:00
420,104,285,665,click,2026-01-26T23:25:48+00:00
421,104,285,717,click,2026-01-27T21:32:46+00:00
422,104,285,753,skip,2026-01-27T12:14:59+00:00
423,104,285,495,skip,2026-01-27T12:37:48+00:00
424,104,285,909,click,2026-01-27T02:58:12+00:00
425,104,285,1050,skip,2026-01-27T10:49:54+00:00
426,104,285,6,skip,2026-01-27T07:08:34+00:00
427,105,513,593,click,2026-01-05T08:52:52+00:00
428,105,513,620,click,2026-01-05T12:10:09+00:00
429,105,513,1035,skip,2026-01-05T05:55:40+00:00
430,105,513,239,dislike,2026-01-05T06:26:59+00:00
431,105,513,407,skip,2026-01-04T22:04:55+00:00
432,106,502,1129,click,2026-01-29T14:51:55+00:00
433,106,502,130,click,2026-01-29T23:30:51+00:00
434,106,502,28,dislike,2026-01-29T17:26:13+00:00
435,107,181,424,click,2025-12-30T00:11:08+00:00
436,107,181,287,click,2025-12-29T10:22:20+00:00
437,107,181,98,skip,2025-12-29T02:39:28+00:00
438,107,181,767,click,2025-12-29T01:29:41+00:00
439,107,181,1025,click,2025-12-28T21:20:26+00:00
440,108,528,663,click,2025-12-17T16:08:49+00:00
441,108,528,338,click,2025-12-17T17:48:28+00:00
442,108,528,405,skip,2025-12-17T11:35:00+00:00
443,108,528,788,dislike,2025-12-17T07:53:29+00:00
444,109,547,91,skip,2026-01-05T18:50:51+00:00
445,109,547,245,skip,2026-01-04T19:03:13+00:00
446,109,547,118,dislike,2026-01-05T11:06:56+00:00
447,109,547,1129,click,2026-01-05T02:53:13+00:00
448,109,547,309,click,2026-01-05T13:37:35+00:00
449,109,547,1125,click,2026-01-05T02:25:24+00:00
450,110,525,59,skip,2026-02-19T08:05:02+00:00
451,110,525,1163,click,2026-02-19T00:32:57+00:00
452,110,525,1072,click,2026-02-19T03:02:28+00:00
453,111,424,11,skip,2025-12-18T16:55:38+00:00
454,111,424,1133,skip,2025-12-19T01:45:05+00:00
455,111,424,144,click,2025-12-17T22:43:43+00:00
456,112,502,1036,click,2026-01-22T15:26:11+00:00
457,112,502,1160,skip,2026-01-22T17:17:11+00:00
458,113,308,953,skip,2026-01-06T04:33:55+00:00
459,113,308,1114,skip,2026-01-06T15:39:24+00:00
460,114,294,111,skip,2026-01-30T18:34:18+00:00
461,115,215,492,click,2026-01-13T04:47:01+00:00
462,116,260,815,click,2026-02-04T08:27:54+00:00
463,116,260,897,click,2026-02-03T17:14:36+00:00
464,116,260,495,skip,2026-02-03T13:58:02+00:00
465,117,584,183,click,2026-01-13T21:34:10+00:00
466,117,584,194,dislike,2026-01-13T19:44:25+00:00
467,118,26,504,click,2026-02-14T00:51:26+00:00
468,119,218,80,click,2026-01-14T22:29:45+00:00
469,119,218,648,click,2026-01-15T22:42:34+00:00
470,119,218,312,skip,2026-01-15T02:11:27+00:00
471,119,218,994,skip,2026-01-14T22:04:56+00:00
472,119,218,17,dislike,2026-01-15T15:44:56+00:00
473,120,549,806,skip,2025-12-11T20:56:00+00:00
474,120,549,477,skip,2025-12-10T22:07:33+00:00
475,120,549,221,skip,2025-12-11T08:21:50+00:00
476,120,549,476,skip,2025-12-11T11:19:11+00:00
477,121,242,754,click,2026-02-14T01:46:31+00:00
478,121,242,494,dislike,2026-02-13T21:13:26+00:00
479,121,242,590,click,2026-02-14T06:41:03+00:00
480,122,161,1125,skip,2026-01-12T14:38:16+00:00
481,122,161,1143,click,2026-01-12T20:07:13+00:00
482,122,161,1129,click,2026-01-13T07:05:29+00:00
483,122,161,592,skip,2026-01-12T13:20:42+00:00
484,122,161,260,click,2026-01-12T01:28:42+00:00
485,123,576,559,click,2026-01-12T14:04:23+00:00
486,123,576,243,skip,2026-01-12T22:31:31+00:00
487,124,310,690,click,2026-02-06T09:00:13+00:00
488,124,310,51,click,2026-02-06T06:18:17+00:00
489,124,310,360,skip,2026-02-06T22:25:36+00:00
490,124,310,436,click,2026-02-05T16:51:39+00:00
491,124,310,810,skip,2026-02-06T06:54:43+00:00
492,125,424,982,click,2026-02-25T09:47:15+00:00
493,125,424,147,click,2026-02-25T22:24:52+00:00
494,125,424,564,click,2026-02-25T03:53:06+00:00
495,125,424,1069,click,2026-02-25T14:41:44+00:00
496,126,215,901,click,2026-01-27T18:04:45+00:00
497,126,215,888,click,2026-01-27T10:27:48+00:00
498,126,215,710,click,2026-01-27T23:36:28+00:00
499,126,215,141,click,2026-01-27T19:15:49+00:00
500,127,584,753,skip,2025-12-07T21:58:12+00:00
501,127,584,684,click,2025-12-07T20:25:50+00:00
502,127,584,714,skip,2025-12-08T00:46:29+00:00
